CD,Neighborhood,Bike_Commute_Pct,Bike_Commute_Count,NO2_Value,Pop_Density,Car_Commute_Pct,PM25_Value
001,Mott Haven/Hunts Point,0.4888888888888889,310310280280316316285285182182227227205205190190199199,18.56,50488,16.311111111111114,52.0
001,Mott Haven/Hunts Point,0.4888888888888889,310310280280316316285285182182227227205205190190199199,18.56,50488,16.311111111111114,12.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,37.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,12.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,28.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,62.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,7.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,10.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,33.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,108.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,52.0
001,New York City,1.0818181818181818,"54,91954,91951,64851,64850,27250,27247,43447,43447,04747,04743,95543,95539,85539,85537,00937,00932,87932,87928,45828,45826,19626,196",18.56,51081,27.0,12.0
002,Brooklyn,1.5818181818181818,"24,13422,71021,43920,37520,05819,30017,52516,35014,65712,97411,787",18.46,51581,23.081818181818186,35.0
002,Brooklyn,1.5818181818181818,"24,13422,71021,43920,37520,05819,30017,52516,35014,65712,97411,787",18.46,51581,23.081818181818186,11.0
002,Brooklyn,1.5818181818181818,"24,13422,71021,43920,37520,05819,30017,52516,35014,65712,97411,787",18.46,51581,23.081818181818186,54.0
002,Brooklyn,1.5818181818181818,"24,13422,71021,43920,37520,05819,30017,52516,35014,65712,97411,787",18.46,51581,23.081818181818186,30.0
002,Brooklyn,1.5818181818181818,"24,13422,71021,43920,37520,05819,30017,52516,35014,65712,97411,787",18.46,51581,23.081818181818186,7.0
002,Morrisania/East Tremont,0.4111111111111111,985873178218317323353349,18.46,50411,20.58888888888889,35.0
002,Morrisania/East Tremont,0.4111111111111111,985873178218317323353349,18.46,50411,20.58888888888889,11.0
002,Morrisania/East Tremont,0.4111111111111111,985873178218317323353349,18.46,50411,20.58888888888889,54.0
002,Morrisania/East Tremont,0.4111111111111111,985873178218317323353349,18.46,50411,20.58888888888889,30.0
002,Morrisania/East Tremont,0.4111111111111111,985873178218317323353349,18.46,50411,20.58888888888889,7.0
003,Highbridge/South Concourse,0.3777777777777777,221203264107163236210181153,24.55,50377,17.711111111111112,28.0
003,Highbridge/South Concourse,0.3777777777777777,221203264107163236210181153,24.55,50377,17.711111111111112,6.0
003,Highbridge/South Concourse,0.3777777777777777,221203264107163236210181153,24.55,50377,17.711111111111112,71.0
003,Highbridge/South Concourse,0.3777777777777777,221203264107163236210181153,24.55,50377,17.711111111111112,9.0
003,Highbridge/South Concourse,0.3777777777777777,221203264107163236210181153,24.55,50377,17.711111111111112,33.0
003,Manhattan,1.7909090909090908,"20,70619,78620,04819,01218,65616,56314,54712,86311,1669,3508,558",24.55,51790,8.1,28.0
003,Manhattan,1.7909090909090908,"20,70619,78620,04819,01218,65616,56314,54712,86311,1669,3508,558",24.55,51790,8.1,6.0
003,Manhattan,1.7909090909090908,"20,70619,78620,04819,01218,65616,56314,54712,86311,1669,3508,558",24.55,51790,8.1,71.0
003,Manhattan,1.7909090909090908,"20,70619,78620,04819,01218,65616,56314,54712,86311,1669,3508,558",24.55,51790,8.1,9.0
003,Manhattan,1.7909090909090908,"20,70619,78620,04819,01218,65616,56314,54712,86311,1669,3508,558",24.55,51790,8.1,33.0
004,Queens,0.5,"7,0826,1156,0085,5115,6605,9205,7155,7335,2024,3574,132",17.85,50500,38.63636363636363,8.0
004,Queens,0.5,"7,0826,1156,0085,5115,6605,9205,7155,7335,2024,3574,132",17.85,50500,38.63636363636363,5.0
004,Queens,0.5,"7,0826,1156,0085,5115,6605,9205,7155,7335,2024,3574,132",17.85,50500,38.63636363636363,27.0
004,Queens,0.5,"7,0826,1156,0085,5115,6605,9205,7155,7335,2024,3574,132",17.85,50500,38.63636363636363,40.0
004,Queens,0.5,"7,0826,1156,0085,5115,6605,9205,7155,7335,2024,3574,132",17.85,50500,38.63636363636363,14.0
004,University Heights/Fordham,0.2111111111111111,2262222271256935604466,17.85,50211,18.422222222222224,8.0
004,University Heights/Fordham,0.2111111111111111,2262222271256935604466,17.85,50211,18.422222222222224,5.0
004,University Heights/Fordham,0.2111111111111111,2262222271256935604466,17.85,50211,18.422222222222224,27.0
004,University Heights/Fordham,0.2111111111111111,2262222271256935604466,17.85,50211,18.422222222222224,40.0
004,University Heights/Fordham,0.2111111111111111,2262222271256935604466,17.85,50211,18.422222222222224,14.0
005,Kingsbridge Heights/Mosholu,0.2888888888888889,322215160156122123998378,13.37,50288,18.211111111111112,19.0
005,Kingsbridge Heights/Mosholu,0.2888888888888889,322215160156122123998378,13.37,50288,18.211111111111112,11.0
005,Kingsbridge Heights/Mosholu,0.2888888888888889,322215160156122123998378,13.37,50288,18.211111111111112,43.0
005,Kingsbridge Heights/Mosholu,0.2888888888888889,322215160156122123998378,13.37,50288,18.211111111111112,30.0
005,Kingsbridge Heights/Mosholu,0.2888888888888889,322215160156122123998378,13.37,50288,18.211111111111112,10.0
005,Staten Island,0.1545454545454545,408350459480357263342259184300301,13.37,50154,64.04545454545455,19.0
005,Staten Island,0.1545454545454545,408350459480357263342259184300301,13.37,50154,64.04545454545455,11.0
005,Staten Island,0.1545454545454545,408350459480357263342259184300301,13.37,50154,64.04545454545455,43.0
005,Staten Island,0.1545454545454545,408350459480357263342259184300301,13.37,50154,64.04545454545455,30.0
005,Staten Island,0.1545454545454545,408350459480357263342259184300301,13.37,50154,64.04545454545455,10.0
101,Financial District (CD1),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",20.166666666666668,52211,6.033333333333333,48.0
101,Financial District (CD1),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",20.166666666666668,52211,6.033333333333333,16.0
101,Financial District (CD1),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",20.166666666666668,52211,6.033333333333333,9.0
101,Financial District (CD1),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",20.166666666666668,52211,6.033333333333333,10.0
101,Financial District (CD1),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",20.166666666666668,52211,6.033333333333333,50.0
101,Kingsbridge - Riverdale,0.5727272727272726,117117117354354354195195195215215215309309309355355355319319319237237237216216216122122122100100100,20.166666666666668,50572,33.09090909090909,48.0
101,Kingsbridge - Riverdale,0.5727272727272726,117117117354354354195195195215215215309309309355355355319319319237237237216216216122122122100100100,20.166666666666668,50572,33.09090909090909,16.0
101,Kingsbridge - Riverdale,0.5727272727272726,117117117354354354195195195215215215309309309355355355319319319237237237216216216122122122100100100,20.166666666666668,50572,33.09090909090909,9.0
101,Kingsbridge - Riverdale,0.5727272727272726,117117117354354354195195195215215215309309309355355355319319319237237237216216216122122122100100100,20.166666666666668,50572,33.09090909090909,10.0
101,Kingsbridge - Riverdale,0.5727272727272726,117117117354354354195195195215215215309309309355355355319319319237237237216216216122122122100100100,20.166666666666668,50572,33.09090909090909,50.0
102,Greenwich Village and Soho (CD2),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",21.14,52211,6.033333333333333,39.0
102,Greenwich Village and Soho (CD2),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",21.14,52211,6.033333333333333,10.0
102,Greenwich Village and Soho (CD2),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",21.14,52211,6.033333333333333,36.0
102,Greenwich Village and Soho (CD2),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",21.14,52211,6.033333333333333,81.0
102,Greenwich Village and Soho (CD2),2.2111111111111112,"2,8622,8622,8623,0393,0393,0393,0013,0013,0012,6152,6152,6152,3642,3642,3641,7831,7831,7831,1141,1141,1141,0581,0581,0581,0541,0541,054",21.14,52211,6.033333333333333,10.0
102,Northeast Bronx,0.1818181818181818,212212212241241241260260260224224224248248248157157157114114114868686808080898989113113113,21.14,50181,42.20909090909091,39.0
102,Northeast Bronx,0.1818181818181818,212212212241241241260260260224224224248248248157157157114114114868686808080898989113113113,21.14,50181,42.20909090909091,10.0
102,Northeast Bronx,0.1818181818181818,212212212241241241260260260224224224248248248157157157114114114868686808080898989113113113,21.14,50181,42.20909090909091,36.0
102,Northeast Bronx,0.1818181818181818,212212212241241241260260260224224224248248248157157157114114114868686808080898989113113113,21.14,50181,42.20909090909091,81.0
102,Northeast Bronx,0.1818181818181818,212212212241241241260260260224224224248248248157157157114114114868686808080898989113113113,21.14,50181,42.20909090909091,10.0
103,Fordham - Bronx Pk,0.4272727272727272,637637637519519519588588588529529529521521521466466466403403403346346346325325325241241241286286286,20.65,50427,20.2,49.0
103,Fordham - Bronx Pk,0.4272727272727272,637637637519519519588588588529529529521521521466466466403403403346346346325325325241241241286286286,20.65,50427,20.2,112.0
103,Fordham - Bronx Pk,0.4272727272727272,637637637519519519588588588529529529521521521466466466403403403346346346325325325241241241286286286,20.65,50427,20.2,11.0
103,Fordham - Bronx Pk,0.4272727272727272,637637637519519519588588588529529529521521521466466466403403403346346346325325325241241241286286286,20.65,50427,20.2,12.0
103,Fordham - Bronx Pk,0.4272727272727272,637637637519519519588588588529529529521521521466466466403403403346346346325325325241241241286286286,20.65,50427,20.2,35.0
103,Lower East Side and Chinatown (CD3),4.388888888888889,"3,9953,9953,9954,3004,3004,3003,8763,8763,8763,4623,4623,4623,4313,4313,4313,3803,3803,3802,8212,8212,8212,6162,6162,6162,2252,2252,225",20.65,54388,7.355555555555555,49.0
103,Lower East Side and Chinatown (CD3),4.388888888888889,"3,9953,9953,9954,3004,3004,3003,8763,8763,8763,4623,4623,4623,4313,4313,4313,3803,3803,3802,8212,8212,8212,6162,6162,6162,2252,2252,225",20.65,54388,7.355555555555555,112.0
103,Lower East Side and Chinatown (CD3),4.388888888888889,"3,9953,9953,9954,3004,3004,3003,8763,8763,8763,4623,4623,4623,4313,4313,4313,3803,3803,3802,8212,8212,8212,6162,6162,6162,2252,2252,225",20.65,54388,7.355555555555555,11.0
103,Lower East Side and Chinatown (CD3),4.388888888888889,"3,9953,9953,9954,3004,3004,3003,8763,8763,8763,4623,4623,4623,4313,4313,4313,3803,3803,3802,8212,8212,8212,6162,6162,6162,2252,2252,225",20.65,54388,7.355555555555555,12.0
103,Lower East Side and Chinatown (CD3),4.388888888888889,"3,9953,9953,9954,3004,3004,3003,8763,8763,8763,4623,4623,4623,4313,4313,4313,3803,3803,3802,8212,8212,8212,6162,6162,6162,2252,2252,225",20.65,54388,7.355555555555555,35.0
104,Clinton and Chelsea (CD4),2.1666666666666665,"2,8902,8902,8902,7952,7952,7952,9582,9582,9582,4652,4652,4652,1162,1162,1161,8691,8691,8691,6591,6591,6591,1601,1601,1601,0541,0541,054",21.36,52166,5.555555555555555,80.0
104,Clinton and Chelsea (CD4),2.1666666666666665,"2,8902,8902,8902,7952,7952,7952,9582,9582,9582,4652,4652,4652,1162,1162,1161,8691,8691,8691,6591,6591,6591,1601,1601,1601,0541,0541,054",21.36,52166,5.555555555555555,34.0
104,Clinton and Chelsea (CD4),2.1666666666666665,"2,8902,8902,8902,7952,7952,7952,9582,9582,9582,4652,4652,4652,1162,1162,1161,8691,8691,8691,6591,6591,6591,1601,1601,1601,0541,0541,054",21.36,52166,5.555555555555555,37.0
104,Clinton and Chelsea (CD4),2.1666666666666665,"2,8902,8902,8902,7952,7952,7952,9582,9582,9582,4652,4652,4652,1162,1162,1161,8691,8691,8691,6591,6591,6591,1601,1601,1601,0541,0541,054",21.36,52166,5.555555555555555,11.0
104,Clinton and Chelsea (CD4),2.1666666666666665,"2,8902,8902,8902,7952,7952,7952,9582,9582,9582,4652,4652,4652,1162,1162,1161,8691,8691,8691,6591,6591,6591,1601,1601,1601,0541,0541,054",21.36,52166,5.555555555555555,10.0
104,Pelham - Throgs Neck,0.3545454545454545,577577577487487487439439439343343343448448448409409409467467467534534534484484484433433433391391391,21.36,50354,37.49090909090909,80.0
104,Pelham - Throgs Neck,0.3545454545454545,577577577487487487439439439343343343448448448409409409467467467534534534484484484433433433391391391,21.36,50354,37.49090909090909,34.0
104,Pelham - Throgs Neck,0.3545454545454545,577577577487487487439439439343343343448448448409409409467467467534534534484484484433433433391391391,21.36,50354,37.49090909090909,37.0
104,Pelham - Throgs Neck,0.3545454545454545,577577577487487487439439439343343343448448448409409409467467467534534534484484484433433433391391391,21.36,50354,37.49090909090909,11.0
104,Pelham - Throgs Neck,0.3545454545454545,577577577487487487439439439343343343448448448409409409467467467534534534484484484433433433391391391,21.36,50354,37.49090909090909,10.0
105,Crotona -Tremont,0.3,324324310310291291264264247247183183105105189189188188227227200200,26.56,50300,21.13636363636364,119.0
105,Crotona -Tremont,0.3,324324310310291291264264247247183183105105189189188188227227200200,26.56,50300,21.13636363636364,67.0
105,Crotona -Tremont,0.3,324324310310291291264264247247183183105105189189188188227227200200,26.56,50300,21.13636363636364,13.0
105,Crotona -Tremont,0.3,324324310310291291264264247247183183105105189189188188227227200200,26.56,50300,21.13636363636364,34.0
105,Crotona -Tremont,0.3,324324310310291291264264247247183183105105189189188188227227200200,26.56,50300,21.13636363636364,13.0
105,Midtown (CD5),2.1666666666666665,"2,8902,8902,7952,7952,9582,9582,4652,4652,1162,1161,8691,8691,6591,6591,1601,1601,0541,054",26.56,52166,5.555555555555555,119.0
105,Midtown (CD5),2.1666666666666665,"2,8902,8902,7952,7952,9582,9582,4652,4652,1162,1161,8691,8691,6591,6591,1601,1601,0541,054",26.56,52166,5.555555555555555,67.0
105,Midtown (CD5),2.1666666666666665,"2,8902,8902,7952,7952,9582,9582,4652,4652,1162,1161,8691,8691,6591,6591,1601,1601,0541,054",26.56,52166,5.555555555555555,13.0
105,Midtown (CD5),2.1666666666666665,"2,8902,8902,7952,7952,9582,9582,4652,4652,1162,1161,8691,8691,6591,6591,1601,1601,0541,054",26.56,52166,5.555555555555555,34.0
105,Midtown (CD5),2.1666666666666665,"2,8902,8902,7952,7952,9582,9582,4652,4652,1162,1161,8691,8691,6591,6591,1601,1601,0541,054",26.56,52166,5.555555555555555,13.0
106,High Bridge - Morrisania,0.3,393393277277237237216216283283138138190190235235216216208208168168,25.05,50300,17.518181818181816,78.0
106,High Bridge - Morrisania,0.3,393393277277237237216216283283138138190190235235216216208208168168,25.05,50300,17.518181818181816,37.0
106,High Bridge - Morrisania,0.3,393393277277237237216216283283138138190190235235216216208208168168,25.05,50300,17.518181818181816,13.0
106,High Bridge - Morrisania,0.3,393393277277237237216216283283138138190190235235216216208208168168,25.05,50300,17.518181818181816,138.0
106,High Bridge - Morrisania,0.3,393393277277237237216216283283138138190190235235216216208208168168,25.05,50300,17.518181818181816,15.0
106,Stuyvesant Town and Turtle Bay (CD6),1.5,"2,0602,0601,6521,6521,9071,9071,8171,8171,3761,3761,4451,4451,2321,232613613524524",25.05,51500,6.466666666666667,78.0
106,Stuyvesant Town and Turtle Bay (CD6),1.5,"2,0602,0601,6521,6521,9071,9071,8171,8171,3761,3761,4451,4451,2321,232613613524524",25.05,51500,6.466666666666667,37.0
106,Stuyvesant Town and Turtle Bay (CD6),1.5,"2,0602,0601,6521,6521,9071,9071,8171,8171,3761,3761,4451,4451,2321,232613613524524",25.05,51500,6.466666666666667,13.0
106,Stuyvesant Town and Turtle Bay (CD6),1.5,"2,0602,0601,6521,6521,9071,9071,8171,8171,3761,3761,4451,4451,2321,232613613524524",25.05,51500,6.466666666666667,138.0
106,Stuyvesant Town and Turtle Bay (CD6),1.5,"2,0602,0601,6521,6521,9071,9071,8171,8171,3761,3761,4451,4451,2321,232613613524524",25.05,51500,6.466666666666667,15.0
107,Hunts Point - Mott Haven,0.5909090909090909,329329499499325325281281334334297297204204250250234234184184199199,21.89,50590,17.727272727272727,83.0
107,Hunts Point - Mott Haven,0.5909090909090909,329329499499325325281281334334297297204204250250234234184184199199,21.89,50590,17.727272727272727,147.0
107,Hunts Point - Mott Haven,0.5909090909090909,329329499499325325281281334334297297204204250250234234184184199199,21.89,50590,17.727272727272727,15.0
107,Hunts Point - Mott Haven,0.5909090909090909,329329499499325325281281334334297297204204250250234234184184199199,21.89,50590,17.727272727272727,39.0
107,Hunts Point - Mott Haven,0.5909090909090909,329329499499325325281281334334297297204204250250234234184184199199,21.89,50590,17.727272727272727,14.0
107,Upper West Side (CD7),1.6111111111111112,"2,7702,7702,3602,3602,1432,1431,7021,7021,4401,4401,2101,2101,3721,3721,3091,3091,3401,340",21.89,51611,7.477777777777778,83.0
107,Upper West Side (CD7),1.6111111111111112,"2,7702,7702,3602,3602,1432,1431,7021,7021,4401,4401,2101,2101,3721,3721,3091,3091,3401,340",21.89,51611,7.477777777777778,147.0
107,Upper West Side (CD7),1.6111111111111112,"2,7702,7702,3602,3602,1432,1431,7021,7021,4401,4401,2101,2101,3721,3721,3091,3091,3401,340",21.89,51611,7.477777777777778,15.0
107,Upper West Side (CD7),1.6111111111111112,"2,7702,7702,3602,3602,1432,1431,7021,7021,4401,4401,2101,2101,3721,3721,3091,3091,3401,340",21.89,51611,7.477777777777778,39.0
107,Upper West Side (CD7),1.6111111111111112,"2,7702,7702,3602,3602,1432,1431,7021,7021,4401,4401,2101,2101,3721,3721,3091,3091,3401,340",21.89,51611,7.477777777777778,14.0
108,Upper East Side (CD8),0.8333333333333334,"1,7971,7321,5961,2471,100688455416430",25.14,50833,9.355555555555556,
109,Morningside Heights and Hamilton Heights (CD9),1.3111111111111111,"1,3291,0291,014985698585594558419",22.44,51311,8.0,
110,Central Harlem (CD10),0.8666666666666667,628631651616521438416371282,22.74,50866,10.366666666666667,
111,East Harlem (CD11),1.3555555555555554,716593517595725694797614593,22.33,51355,8.355555555555556,
112,Washington Heights and Inwood (CD12),0.8222222222222223,"1,0018819931,059776771706635637",20.14,50822,13.3,
201,Greenpoint,3.4,"2,6182,6182,6183,2373,2373,2372,8382,8382,8382,4292,4292,4292,5902,5902,5902,4222,4222,4222,3692,3692,3692,1532,1532,1531,9521,9521,9521,7131,7131,7131,6301,6301,630",21.21,53400,12.418181818181818,21.0
201,Greenpoint,3.4,"2,6182,6182,6183,2373,2373,2372,8382,8382,8382,4292,4292,4292,5902,5902,5902,4222,4222,4222,3692,3692,3692,1532,1532,1531,9521,9521,9521,7131,7131,7131,6301,6301,630",21.21,53400,12.418181818181818,8.0
201,Greenpoint,3.4,"2,6182,6182,6183,2373,2373,2372,8382,8382,8382,4292,4292,4292,5902,5902,5902,4222,4222,4222,3692,3692,3692,1532,1532,1531,9521,9521,9521,7131,7131,7131,6301,6301,630",21.21,53400,12.418181818181818,33.0
201,Greenpoint,3.4,"2,6182,6182,6183,2373,2373,2372,8382,8382,8382,4292,4292,4292,5902,5902,5902,4222,4222,4222,3692,3692,3692,1532,1532,1531,9521,9521,9521,7131,7131,7131,6301,6301,630",21.21,53400,12.418181818181818,14.0
201,Greenpoint,3.4,"2,6182,6182,6183,2373,2373,2372,8382,8382,8382,4292,4292,4292,5902,5902,5902,4222,4222,4222,3692,3692,3692,1532,1532,1531,9521,9521,9521,7131,7131,7131,6301,6301,630",21.21,53400,12.418181818181818,4.0
201,Mott Haven and Melrose (CD1),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,21.210000000000004,50488,16.3,21.0
201,Mott Haven and Melrose (CD1),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,21.210000000000004,50488,16.3,8.0
201,Mott Haven and Melrose (CD1),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,21.210000000000004,50488,16.3,33.0
201,Mott Haven and Melrose (CD1),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,21.210000000000004,50488,16.3,14.0
201,Mott Haven and Melrose (CD1),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,21.210000000000004,50488,16.3,4.0
202,Downtown - Heights - Slope,3.3000000000000003,"5,0395,0395,0395,0795,0795,0795,3475,3475,3475,3265,3265,3265,0875,0875,0874,7624,7624,7624,4164,4164,4164,0964,0964,0963,7033,7033,7033,4323,4323,4323,0963,0963,096",20.846666666666668,53300,9.881818181818184,23.0
202,Downtown - Heights - Slope,3.3000000000000003,"5,0395,0395,0395,0795,0795,0795,3475,3475,3475,3265,3265,3265,0875,0875,0874,7624,7624,7624,4164,4164,4164,0964,0964,0963,7033,7033,7033,4323,4323,4323,0963,0963,096",20.846666666666668,53300,9.881818181818184,6.0
202,Downtown - Heights - Slope,3.3000000000000003,"5,0395,0395,0395,0795,0795,0795,3475,3475,3475,3265,3265,3265,0875,0875,0874,7624,7624,7624,4164,4164,4164,0964,0964,0963,7033,7033,7033,4323,4323,4323,0963,0963,096",20.846666666666668,53300,9.881818181818184,24.0
202,Downtown - Heights - Slope,3.3000000000000003,"5,0395,0395,0395,0795,0795,0795,3475,3475,3475,3265,3265,3265,0875,0875,0874,7624,7624,7624,4164,4164,4164,0964,0964,0963,7033,7033,7033,4323,4323,4323,0963,0963,096",20.846666666666668,53300,9.881818181818184,9.0
202,Downtown - Heights - Slope,3.3000000000000003,"5,0395,0395,0395,0795,0795,0795,3475,3475,3475,3265,3265,3265,0875,0875,0874,7624,7624,7624,4164,4164,4164,0964,0964,0963,7033,7033,7033,4323,4323,4323,0963,0963,096",20.846666666666668,53300,9.881818181818184,43.0
202,Hunts Point and Longwood (CD2),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,20.846666666666668,50488,16.3,23.0
202,Hunts Point and Longwood (CD2),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,20.846666666666668,50488,16.3,6.0
202,Hunts Point and Longwood (CD2),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,20.846666666666668,50488,16.3,24.0
202,Hunts Point and Longwood (CD2),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,20.846666666666668,50488,16.3,9.0
202,Hunts Point and Longwood (CD2),0.4888888888888889,310310310280280280316316316285285285182182182227227227205205205190190190199199199,20.846666666666668,50488,16.3,43.0
